,0,1,2,3,4,5,6,7,8,9,10,11,12,13
0,0.4005,0.449,0.46675,0.481875,0.499125,0.513,0.522,0.533875,0.543375,0.560125,0.57675,0.59325,0.612,0.627375
1,0.32725,0.4025,0.441875,0.456375,0.482875,0.506875,0.5195,0.5315,0.5405,0.556625,0.574625,0.596375,0.614875,0.628
2,0.334375,0.391625,0.434375,0.45725,0.4785,0.49925,0.51475,0.5275,0.53675,0.55625,0.574875,0.594875,0.61275,0.627125
3,0.325125,0.379875,0.405,0.43725,0.45575,0.474125,0.4925,0.5065,0.519375,0.5395,0.56625,0.585375,0.603375,0.621375
