,0,1,2,3,4,5,6,7,8,9,10,11,12,13
0,0.4285,0.467125,0.48675,0.5165,0.52875,0.538875,0.547125,0.55575,0.565125,0.58125,0.598375,0.614375,0.63,0.6435
1,0.32575,0.3925,0.417375,0.45075,0.4795,0.50475,0.5215,0.534375,0.54525,0.56275,0.580375,0.6005,0.61875,0.6345
2,0.315625,0.385875,0.41975,0.43925,0.4855,0.506125,0.51725,0.531,0.542375,0.564625,0.5795,0.600625,0.61725,0.63275
3,0.339125,0.398375,0.412875,0.41625,0.46475,0.494625,0.509875,0.52775,0.545,0.571875,0.593625,0.609375,0.621,0.638125
