,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
16,0.99,0.99125,0.99625,0.995,0.9925,0.99375,0.9925,0.99375,0.99375,0.99375,0.99375,0.99375,0.99375,0.99375,0.9925,0.9925,0.9925
17,0.99,0.99125,0.99625,0.995,0.9925,0.99375,0.9925,0.99375,0.99375,0.99375,0.99375,0.99375,0.99375,0.99375,0.9925,0.9925,0.9925
18,0.99,0.99125,0.99625,0.995,0.9925,0.99375,0.9925,0.99375,0.99375,0.99375,0.99375,0.99375,0.99375,0.99375,0.9925,0.9925,0.9925
19,0.99,0.99125,0.99625,0.995,0.9925,0.99375,0.9925,0.99375,0.99375,0.99375,0.99375,0.99375,0.99375,0.99375,0.9925,0.9925,0.9925
20,0.995,0.99375,0.99375,0.9925,0.99125,0.99125,0.99125,0.99125,0.9925,0.9925,0.9925,0.9925,0.9925,0.9925,0.9925,0.9925,0.9925
21,0.995,0.99375,0.99375,0.9925,0.99125,0.99125,0.99125,0.99125,0.9925,0.9925,0.9925,0.9925,0.9925,0.9925,0.9925,0.9925,0.9925
22,0.995,0.99375,0.99375,0.9925,0.99125,0.99125,0.99125,0.99125,0.9925,0.9925,0.9925,0.9925,0.9925,0.9925,0.9925,0.9925,0.9925
23,0.995,0.99375,0.99375,0.9925,0.99125,0.99125,0.99125,0.99125,0.9925,0.9925,0.9925,0.9925,0.9925,0.9925,0.9925,0.9925,0.9925
24,0.995,0.99375,0.99375,0.9925,0.99125,0.99125,0.99125,0.99125,0.9925,0.9925,0.9925,0.9925,0.9925,0.9925,0.9925,0.9925,0.9925
25,0.995,0.99375,0.99375,0.9925,0.99125,0.99125,0.99125,0.99125,0.9925,0.9925,0.9925,0.9925,0.9925,0.9925,0.9925,0.9925,0.9925
26,0.995,0.99375,0.99375,0.9925,0.99125,0.99125,0.99125,0.99125,0.9925,0.9925,0.9925,0.9925,0.9925,0.9925,0.9925,0.9925,0.9925
27,0.995,0.99375,0.99375,0.9925,0.99125,0.99125,0.99125,0.99125,0.9925,0.9925,0.9925,0.9925,0.9925,0.9925,0.9925,0.9925,0.9925
28,0.995,0.99375,0.99375,0.9925,0.99125,0.99125,0.99125,0.99125,0.9925,0.9925,0.9925,0.9925,0.9925,0.9925,0.9925,0.9925,0.9925
29,0.995,0.99375,0.99375,0.9925,0.99125,0.99125,0.99125,0.99125,0.9925,0.9925,0.9925,0.9925,0.9925,0.9925,0.9925,0.9925,0.9925
30,0.73375,0.99,0.985,0.98625,0.99,0.99,0.99125,0.99125,0.99125,0.99,0.9925,0.9925,0.9925,0.99375,0.9925,0.99,0.98875
31,0.4975,0.735,0.74625,0.96625,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.9925,0.9925,0.9925,0.99375,0.995
32,0.7475,0.98,0.97375,0.985,0.98875,0.985,0.98375,0.985,0.985,0.985,0.985,0.985,0.98375,0.985,0.9875,0.9875,0.98875
33,0.49625,0.98875,0.98625,0.98625,0.98875,0.98875,0.99,0.99,0.99,0.99125,0.99,0.99125,0.9925,0.9925,0.9875,0.9875,0.99125
34,0.72,0.91,0.965,0.98375,0.9825,0.98375,0.98125,0.98,0.9825,0.98625,0.98875,0.99,0.99625,0.995,0.99625,0.99625,0.99625
35,0.4975,0.9675,0.95625,0.9675,0.97875,0.975,0.985,0.98625,0.98625,0.99125,0.99375,0.99375,0.995,0.9975,0.9975,0.99875,0.99625
36,0.49375,0.99,0.99,0.9875,0.98875,0.99125,0.99,0.99125,0.9925,0.99125,0.99,0.99125,0.99125,0.99125,0.995,0.995,0.99625
37,0.7275,0.99375,0.995,0.995,0.9925,0.9925,0.9925,0.9925,0.995,0.99375,0.99375,0.9925,0.99125,0.995,0.995,0.995,0.995
38,0.98375,0.9825,0.9875,0.9875,0.99125,0.99,0.99,0.99,0.9925,0.9925,0.9925,0.995,0.99375,0.995,0.995,0.99375,0.99375
39,0.7225,0.7225,0.74625,0.98875,0.98875,0.98625,0.9775,0.985,0.9875,0.98875,0.98875,0.98875,0.99,0.99,0.98875,0.98875,0.99
