,0,1,2,3,4,5,6,7,8,9,10,11,12,13
0,0.468,0.504,0.5155,0.516875,0.524,0.530375,0.5395,0.551375,0.560375,0.572,0.58725,0.603875,0.62225,0.637
1,0.3865,0.405375,0.429125,0.453125,0.486625,0.504625,0.52375,0.536625,0.547875,0.56425,0.57975,0.59725,0.617875,0.633375
2,0.3865,0.405375,0.429125,0.46725,0.485375,0.503125,0.524,0.534875,0.54325,0.5615,0.578875,0.59925,0.619,0.63375
3,0.324,0.385875,0.426,0.45925,0.467875,0.490125,0.511875,0.52325,0.542625,0.558625,0.579875,0.605875,0.623,0.6375
