,0,1,2,3,4,5,6,7,8,9,10,11,12,13
0,0.381875,0.4145,0.457375,0.473125,0.493625,0.50225,0.514375,0.523875,0.5305,0.553,0.5675,0.58675,0.60675,0.62225
1,0.296125,0.36175,0.400625,0.430375,0.4555,0.475,0.488375,0.500625,0.514,0.541,0.557875,0.58125,0.59925,0.618625
2,0.261375,0.366,0.417875,0.4275,0.457375,0.4795,0.48975,0.502625,0.514,0.5365,0.55625,0.580875,0.599875,0.61725
3,0.331625,0.363625,0.38775,0.424125,0.437625,0.456125,0.46575,0.48025,0.4975,0.522,0.5455,0.564375,0.59225,0.6055
