,0,1,2,3,4,5,6,7,8,9
0,0.107125,0.15475,0.175625,0.194,0.21575,0.224,0.24675,0.271125,0.282125,0.2925
1,0.097,0.14625,0.160875,0.1735,0.186625,0.19475,0.21675,0.2325,0.24625,0.259375
2,0.100375,0.147375,0.159625,0.174375,0.1865,0.200625,0.21725,0.234375,0.24775,0.2615
3,0.076625,0.105,0.134875,0.145625,0.15575,0.16775,0.19625,0.208,0.23025,0.2485
