,0,1,2,3,4,5,6,7,8,9
0,0.082125,0.12775,0.149125,0.171,0.189625,0.206125,0.219875,0.23525,0.248125,0.260125
1,0.081,0.115375,0.135,0.151125,0.16325,0.171875,0.190375,0.206625,0.2235,0.23575
2,0.089875,0.1165,0.132,0.148,0.159375,0.17175,0.188875,0.20525,0.223375,0.235875
3,0.07075,0.090875,0.10925,0.12175,0.138625,0.154125,0.1775,0.2005,0.216,0.231
