,0,1,2,3,4,5,6,7,8,9
0,0.097875,0.13375,0.167125,0.182875,0.20375,0.219875,0.23775,0.251625,0.263375,0.2765
1,0.103625,0.133875,0.157625,0.17225,0.1825,0.19475,0.213125,0.225375,0.24075,0.257125
2,0.101875,0.135625,0.15975,0.17325,0.1845,0.19525,0.211125,0.227125,0.243125,0.259375
3,0.063875,0.098875,0.12525,0.144,0.1535,0.1615,0.187125,0.21625,0.22875,0.245
