,0,1,2,3,4,5,6,7,8,9
0,0.096625,0.132375,0.15325,0.169125,0.189875,0.205375,0.22525,0.241125,0.25425,0.2675
1,0.09025,0.11275,0.13675,0.15275,0.164375,0.1755,0.194,0.21075,0.228375,0.240875
2,0.094375,0.1195,0.139625,0.15275,0.163125,0.176625,0.191375,0.20925,0.225625,0.23875
3,0.05925,0.102125,0.125375,0.137375,0.15275,0.168125,0.177,0.19475,0.214625,0.23975
